,class,text
4697,1, you're a fucking queer
4698,0, the trash generation 
4699,0, where are all the thinkpieces on why kids call themselves trash and garbage these days
4700,0, from a TDD POV linux is just a mock for the kernel of the GNU HURD system 
4701,0, if you're gonna trash talk my piercings don't say it in front of my best friends 
4702,0,what got me into baseball Well only a couple more days till all these legends will be retired CORE4 Yankees 
4703,1,RT COMMENCE CARPET BOMBING All Iraq soldiers in this video executed by Jihadis from Tunis 
4704,1,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker
4705,0, Thank you Captain It'll never be the same Jeter 2 
4706,0,Rams too Lakers as a whole is trash Jordan Hill is trash Play Davis and Randle more 
4707,1,Raunchy ass hoe 
4708,0,Ravioli stuffed wit lobster nd a nice stuffed clam eating betterthanamobster 
4709,0,Re Alexander Skarsgard my roommate has declared He's a sexy albino lizard i dont know how that's sexy but it kinda is 
4710,0,Reaaallly wish I had more milk for Oreos Lol
4711,0,Ready to go get my fried Oreos
4712,0,Real basketball players get disappointed when they throw something in the trash can and miss
4713,0,Real talk not being byes or nothin The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs 
4714,0,Really craving my arroz con pollo y habichuelas right now
4715,0,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke 
4716,0,Reaper drones pinpoint Jihadi John via
4717,0,Regular joes rockin tha boat that's us redneck yacht clubbb 
4718,0,Remember that fear is there to guide you not cripple you 
4719,0,Republicans aren't the only racist in America We have racist Democrats too But don't play the token negro card 
4720,0,Rescue elephant calf Nunai looking fuzzy at the International Fund for Animal Welfare Rehabilitati 
4721,0,Rev Charlie Rangel What Unions Stand For Are Spiritual Damn Things LIKE INFLATABLE RATS 
4722,0,Review The Yanks are Coming A Military History of the United States in World War I via
4723,0,Rewrite tinker with it's official language regarding same sex relationships divorce remarriage etc But nothing is set in stone at all 
4724,1,Roman Catholics in the US are trash They give Catholics in Europe a bad name 
4725,0,Rose colored glasses only you guys wvnextin6
4726,0,Roseanne really bums me out The show and the woman On that note it's time to chug some ZzzQuil 
4727,1,"Roses be red
Orchids be bigger Donts tell yo daddy
You fuckin a nigger VDdie"
4728,0,Rotherdam RapeJihad coverup young girls sacrificed on altar of political correctness in favor pf paki pedo gangs 
4729,0,Ruby is not ugly bunga bunga
4730,0,Rudy Throws Fastballs Near Charlie s Chin No Sweat Crist Ducking Giuliani Campaign Politics In Florida DoG 
4731,0,Russel Martin had a miserable season but is quietly having a good September Yankees BlueJays MLB
4732,1,S O to my favorite nigger to work on the plantation just remember next time ask for the watermelon Dont steal it 
4733,0,S o to my mom came home to tacos and brownies 
4734,1,SIR PLEASE go text your Mexican bitch because I'm not Finna deal witcho childish ass 
4735,0,SNL mocks entire Obama tenure in Ebola skit Hot Air 
4736,0,SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL I work hard for somebody throwing me in the trash IWantOut
4737,1,STFU BORIS FAGJO Cause he a faggot Makes sense now right Bran prolly real nurturing lol
4738,0,Saltine crackers for dinner lol Sad lyfe 
4739,1,Same reason u look like anthony davis with them eyebrows Why the fuck do niggers act so different when girls are around S 
4740,0,Sapete che Vi odio ho finito 
4741,0,Saw 5 pick up a dime off the floor with her toes Apparently my monkey toes gene is strong with that one 
4742,0,Saw brownies on the kitchen counter bit into one and immediately a surge of pain and spice hit my tongue Chili flakes Eff you Brian 
4743,1,Scandal A Negro Bed Wench's Fairy tale and propaganda via A must see for Hebrew Daughters of Zion 
4744,0,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home"
4745,0,Scott brooks finds new ways to flip me the bird each game I know it's the right move but Idontcare KDStreak imsad
4746,1,Seattle Mayoral Election this year A choice between a bunch of women non whites and faggots fag lovers 
4747,0,Sebastian is high on cat nip rn
4748,0,See me ride out of that sunset on your colored TV screen TNT ACDC
4749,0,See the jumbotron That s where the jig is
4750,1,See Its a FINE LINE Killing faggots doesn't change the source of their creation Which is Stupid PEOPLE overbreeding PERIOD 
4751,0,Seeing another baseball team just makes me wanna book my trip right now 
4752,1,Seeing ugly bitches get pregnant let's me know that nigga swill fuck anything with a pussy Alcohol is no longer the excuse You was pressed
4753,1,Seem like da colored folk be gettin in da way lately I just sayin
4754,0,Selling ex lax brownies in front of Meijer to pregnant women GoodDeed
4755,1,Senator is an anchor baby Go back from where you came natural born Canadian
4756,0,Sent ideas in to VOEM they only seem to wanna hold testing drills in nice weather we need to run mock incidents in bad weather night 
4757,0,Serious question here How many country songs mention honkey tonk s 
4758,0,Seriously reading 'thriller' like books spook me more than most horror movies bookgeek
4759,0,Sewing is also a requirement to be an ISIS Jihadi girl keep the men's clothes presentable ISISFeminism 
4760,0,Shades of Eric Chavez's past gold glove Yankees Oakland
4761,0,She May Be Dumb As A Stump but even Sarah mocks OBAMA 
4762,1,She got every niggah lookin like dam
4763,0,She has zebra tights in her take home bag me and my mom are just 
4764,0,She sounded like a bird crowing
4765,0,She trash tho 
4766,0,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo
4767,0,She's definitely a Kardashian bird 
4768,0,She's just mad cuz her big toe looks like an angry bird Haha
4769,0,Sheehey back door cuts still go un guarded IU HoosierHoops hoosiers
4770,1,Sheeple just like those racist sexist teabaggers who just elected these two old white men 
4771,1,Shoot that nigga an his shorty bitch 
4772,0,Short answer Yes Sage Grouse Rebellion Will Obama use two small birds to limit oil drilling in the West 
4773,0,Should Oscar go to or Computer that turned him into an ape NO The ComputerScience major Movie
4774,0,Should I be worried that a lady behind my building is talking to a crow 
4775,0,Should I take a nap though too kill a mocking bird or nah 
4776,0,Shut up birds it's bed time 
4777,1,Shut up faggot
4778,0,Shy girls 
4779,0,Shy singer surprises and melts Simons heart This was so damn beautiful I almost cried 
4780,0,Shylock Wongs 3 Incidents of Democrat Bigotry In 3 Weeks Media Mum via
4781,0,Shylock Wongs 3 Incidents of Democrat Bigotry In 3 Weeks Media Mum via
4782,1,Sick of your coon antics Accuracy Henny water 
4783,0,Sierra almost got caught with the ole hick 
4784,0,Sighs of relief from Beijing Guoan fans China's govt as club nips Japanese rival 2 1 in tense match football 
4785,0,Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews' via
4786,0,Sitting alone watching White Chicks no pants fuzzy blankets tea turn up
4787,1,Sitting at the bar at work watching Walking Dead and all these fucking wetbacks decide to come in turn on their spic music Jesus Christ
4788,0,Sitting on the deck enjoying a StoneIPA watching smelling the neighbors burn trash Missouri 
4789,0,Sitting on the deck enjoying a StoneIPA watching smelling the neighbors burn trash Missouri 
4790,0,Sixten just shoved like 8 Oreos down his throat
4791,0,Skippy and the Kats FezBandName
4792,0,Slack jawed yokel husband 
4793,1,Smh hate that hoe
4794,1,Smh queer
4795,1,Smh u niggers ur music knowledge
4796,0,Smuggled letter by Gaza tunnel digger details suffering under Hamas rule via
4797,1,So I decided to drive to the good walmart where the colored folks don't go bc it's food here 
4798,0,So I'm at tedgibson and Ted is getting his hair colored right beside me Heeeey 
4799,0,So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin NYC and Philadelphia 
4800,0,So Politico says Rney will win and then goes after Gallup for doing the same thing LMAO at you teabaggers morningjoe
4801,0,So am I the only cracker up playing his guitar thank you on this Saturday night 
4802,0,So i bought condoms for my party at rite aid and the lady gave me a dirty look just now i came back and bought trash bags imagineherface
4803,0,So let's see what you look like in the AM without the 10 filters and colored contact lenses your followers are dying to know uberfoxy
4804,1,So many bitches in one sentence fixitjesus
4805,1,So many hoes whipped you would have thought we were still in slavery
4806,0,So many weird people in the ghetto at this time 
4807,0,So much for UCLA being the team to beat they are trash
4808,0,So much more going on but hypocrisy doesn't sit well with me My redneck family from central Illinois more black then Bieber 
4809,0,So my daughter seen Charlie Villanueva Questions on 1 000 
4810,0,So my light was off door was closed mom walks in turn lights on Tells me to take trash out in the morning then walked out Light on
4811,1,So niggers really believe Phelps just smokin on a regular huh Tell me now I'll log off for the night
4812,0,So now been trill is trash cus asap said so ok
4813,0,So real it's unreal LOL Yankees WorldSeries 27andCounting MLB MLBtheShow12 
4814,0,So we are not even two full games into the season and the fairweather whining is already in full effect Yankees
4815,0,So you don't want to see the true life story of American heroes Bizzy Lazy Krayzie Wish you wanna watch hillbillies shoot pumpkins
4816,0,So I can get into something closely approximating the full bird of paradise yoga pose TIME TO MAKE MY RAGDOLL COSPLAY
4817,0,So about this flappy bird game then 
4818,1,Soetoro Obama is moving the country Forward w his vision His vision is to downsize our 'oppressive' country and get even w whitey War
4819,0,Some Douche cubs redneck cubs fan freaked out asking if bites No you bloody BERK He's like the 
4820,0,Some Jihadi posted a bio of the ISIS boss Mr Awad with excellent sociological info Can't thank him her enough for the gift 
4821,0,Some are oval and some are pink some are blue and some are just yellow
4822,0,Some black people live in an entirely different world where everything is peaches and cream apparently Take off the rose colored glasses 
4823,1,Some lying ass hoes lol
4824,1,Some niggas save hoes
4825,1,Some of these hood negros don't deserve bail money the way they be visiting jail 
4826,1,Somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall
4827,1,Somebody please choke that fucking retard that keeps yelling mashed potatoes What a tool PGAChampionship
4828,0,Someone at my household wants to die I get all excited to enjoy a couple of Oreos but someone left ONLY ONE ONE FRIGGIN' OREO 
4829,0,Someone come take these brownies away from me before I eat the whole pan 
4830,0,Someone please bring me Goldfish crackers
4831,0,Someone probably told him 6 God was trash 
4832,0,Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming even amongst clippers 
4833,1,Someone shut this beaner up please 
4834,0,Someone tell his dreads are part of the uniform I'd pull your hair too Why are you trash talking Cut your Doodoo braids 
4835,0,Someone tell the royals to stay home there trash 
4836,0,Someone's mother called me a handsome buff yellow thang last night my ego was temporarily elevated and was dying lol
4837,0,Sometimes I wish I had a cute pet monkey but then I remember it would probably defecate everywhere beat me up and destroy my house 
4838,0,Sometimes even I gotta tell these hoes to grow up smh
4839,1,Sonnen is a faggot
4840,1,Soon will be to Fuck Backtrack and I can't wait because fuck those faggots 
4841,0,Sooo my first aid cpr certification came in handy tonight Glad I didn't lose my monkey
4842,0,Sore Loser Charlie Crist Won t Give Concession Speech Calls For Recount tcot pjnet
4843,0,Sorry Sam I went to Is wes durham woody durham son If so why is that tar baby doing a PACK game 
4844,0,Sorry all my fellow negros
4845,1,Sorry fo da rant It make me mad and ashamed to be colored I wish I be white so y'all would like me
4846,0,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede 
4847,1,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working 
4848,0,Space brownies 
4849,0,Speaking of ford and garland I need to get my sub from there And a job application Lol killin 2 birds with one stone merica
4850,0,Special thanks to Tina Charlie and staff at Waverly Hills thanks to everyone that dedicated time to make the 
4851,1,Spending money on these hoes nigga you aint fuck SHIT 
4852,1,Spics are half breed trash No filthy native should be allowed to speak to any European 
4853,0,Stafford trash without Megatron fantasyfootballproblems
4854,1,Stay home then bitch fuck u
4855,0,Stay warm beanies sweaterweather booty4ever 
4856,0,Stayin up late to watch Ichiro Yankees
4857,0,Step up and take your oppurtunity freshfaces iubb hoosiers
4858,0,Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded
4859,1,"Still really confused re humplayproblems i think lucricus
Is a fag dagger"
4860,1,Stoni is a fuckin queer 
4861,0,Stop Smokin' Bathsalt Charlie Brown rejectedpeanutsspecials
4862,0,Stop rt'ing Celtics trash please
4863,1,Stu a rape faced faggot man I'm sick of this nigga
4864,1,Stuck up serious bitches are possibly the worst type of girls Ever 
4865,0,Study by Center for Biological Diversity called taxpayer funded Ivanpah a mega trap will kill 28 000 birds year 
4866,1,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' 
4867,1,Stupid white people making my posts relevant to they own life stupid cousintoucher honkie whitetrash blonde
4868,1,Subtweet me one more time you dirty chink whore
4869,0,Such a trash episode of the walking dead tonight 
4870,0,Suddenlink is trash Y'all know how important Bubble Guppies is to our day 
4871,0,Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league 
4872,0,Supporters of officer Darren Wilson rally in St Louis ferguson kkk tcot tpot teabaggers teaparty
4873,0,Surprise surprise TSA trashes Brandon Darby's Border Patrol sources 
4874,0,Surrender of Divinity Conquerors of the Apocalypse via Oriental Black Metal Hell 
4875,0,Swap meet bound beaner
4876,0,Sweet Jesus morningjoe are you going to split screen Rep James Clyburn Charlie Daniels at the same time morningjoe
4877,0,Sweet baby birds you crack me up Houston Foodlovers 
4878,0,Sweet yellow bone thang I call her Honey mustard 
4879,0,Sweet Just found that box of Twinkies I bought last year for 225 00 I bet its at least tripled by now Such a no brainer buy 
4880,0,TRUST ME Seattle WE GIVE Thanksgiving it's DUE A huge flightless bird Dream come true for European bird eaters 
4881,1,TRUST ME when I say that JesusChrist would be KILLING faggots if he came back to life in today's day and age Spartacus Rome
4882,0,Taco Bell is super trash when you're sober
4883,0,Taking out a second mortgage and betting it all on the Yankees winning the World Cup They win a lot seemed like a no brainer to me 
4884,0,Taria the filterless sis dari the angelic sis im the big bro lol and jigg lil bro 
4885,0,Tattoos are about expression not meaning One mans trash is another mans treasure 
4886,0,Terrifying leprechaun 
4887,0,Text me instead of playing flappy birds SoIKnowItsReal
4888,0,Thank you Charlie FF
4889,0,Thank you Charlie
4890,0,Thank you Charlie Happy Thursday
4891,0,Thank you hand out that candy Charlie
4892,0,Thanks for coming with me last night because it's ghetto and no one else could of handled it Summer2014
4893,0,Thanks Charlie
4894,0,Thanks Charlie
4895,0,Thanks Charlie have a great evening
4896,0,Thanks to cracker tweets today my pilchards on Krackerwheat are repeating on me like a typical night on the BBC 
4897,0,That 'Ouija' movie look like trash
4898,0,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props disgusted morningjoe
4899,0,That crow has socks
4900,0,That dude from Chicago w the fuzzy mustache and bangs Johnny Love he's whack memoriesofidots
4901,1,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day 
4902,0,That front flip was trash That's how I front flip into the swimming pool and land on my back every time 
4903,1,That fucking slutty beaner
4904,0,That long hair doesn't cover up your redneck
4905,0,That mocha colored chick doe think I fell in love 
4906,0,That night cap nonsense is for the birds 
4907,1,That pic is now circulated by Jihadis with a call to kill him Saudi ISIS Syria
4908,1,That shade of faggot clashes with your eye color 
4909,0,That warm fuzzy feeling when you're able to give someone a helping hand Talking about medical problems with others can really help 
4910,0,That was a solid investment of 15 mins Cue up Frank Yankees Wow 
4911,1,That was my faggot rant for the night 
4912,0,That was not good times Starting the mickey mouse club soon 
4913,0,That was trash I'm just gonna put my phone down Goodnight
4914,0,That'd been a ghetto little meal
4915,0,That's like saying I've had the pinto since 72 dude I've had an iPhone since the beginning 
4916,0,That's right I'm making brownies right now 
4917,0,The Yanks Are Coming From Disparagement to Pride 
4918,0,The Yankees don't need Tanaka or Beltran or all these 'big name' players believe
4919,1,The midwest of the US is white trash 
4920,1,The south of the US is white trash 
4921,0,The teabagger freemarket really doing wonders in Bangladesh these last couple of days tcot p2 teaparty randpaul
4922,1,The elite call conservatives our niggers behind closed doors tcot teaparty
4923,0,The are playing the tonight In other words I am not friends with
4924,0,The African Goshawk Accipiter tachiro is a species of bird of prey in the Accipitridae family fou 
4925,0,The Bucs has 2 great uniforms and ruined them both for that trash smh
4926,0,The Conjuring wasn't trash It just wasn't as good as Insidious 
4927,0,The Devil Wears Charlie by Revlon lesserfilms
4928,0,The Giants trash
4929,0,The Guy got excited when he saw Oreo cookie crusts He thought I was making pie He was bummed when he realized it was cheesecake 
4930,0,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda promises more episodes wages ideological warfare
4931,0,The KFAN mock draft continues Cleveland is on the clock Paul Allen has the Vikings 8th pick I am going with Def back Justin Gilbert
4932,0,The Met Office has issued an amber warning of snow at least it's not a warning of amber snow Posh word for yellow 
4933,0,The Office fuzzy socks and my favorite blanket is literally all I need in life rn
4934,0,The Perfect Gift for the Jihadi on Your Shopping List 
4935,0,The Perfect Gift for the Jihadi on Your Shopping List 
4936,0,The Pirates have made the playoffs and the Yankees are out hell has frozen over
4937,0,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo American Law Racist Pig That he is 
4938,0,The Rick Scott Charlie Crist ads have been running nearly non stop in Florida for the past week And they are getting even worse 
4939,0,The Saints are pure trash lol smh
4940,1,The South is full of white trash The Midwest is full of white trash The West Coast if full of white trash 
4941,0,The Walking Dead is trash people That is all 
4942,0,The Wayans bros is the most retarded show ever 
4943,0,The Yankees still suck 
4944,0,The beautiful Fairy Pools near Glenbrittle on the Isle of Skye Scotland 
4945,0,The bengals have been trash for like 5 weeks it seems
4946,0,The bird is the word EsuranceSave30
4947,0,The birds and the bees 
4948,0,The birds and the bugs voguet by Anat R via vintage jewelry bugout insects birds
4949,1,The blacks in California are typical niggers 
4950,0,The boy who shot albino deer 
4951,0,The brownies I just made are a sin
4952,1,The chinks really hunting their food Dog shot with arrow in N O East 
4953,0,The early bird gets the worm But the second mouse gets the cheese
4954,0,The early bird takes a nap before noon 
4955,0,The ending to that Yankee game was so planned I can't even take it
4956,0,The fact that the Bruins drafted a Yankees fan just goes to show how weak the scouting staff is IMO Didn't do their homework firechoreli
4957,0,The family of Ron O'Neal needs to sue Wu Tang for that trash song they released in his name 
4958,1,The fucking Royals bitch Work 
4959,0,The guinea fowls are not what they seem 
4960,0,The jig
4961,0,The jigg is up
4962,0,The last at bat at Yankee Stadium Thanks for making it a good one Captain FarewellCaptain 
4963,1,The leftist homosexual war on the Catholic church kicked into high gear with the infiltration of the priesthood by boy raping fags 
4964,1,The nations know who we are but we rather be real niggers bad bitches 
4965,1,The people who have historically been called white trash were called that for a reason They're white trash The truth hurts 
4966,0,The pro ISIS Jihadi prayer from Hajj making the rounds now 
4967,0,The punishment should fit the crime For instance if you take the last Twinkie you should choke on that Twinkie Twinkie's are sacred 
4968,1,The reason Shelby hates sandwiches is because he is a queer 
4969,0,The redskins just begging to lose this game smh
4970,0,The redskins should change their name to the injuns
4971,0,The republican teabaggers hate this but screw em 
4972,1,The rich kids of beverly hills is trash and not even entertaining trash And why do they all look mid thirties 
4973,0,The right for an English person to go about his business is more important than any suspicion of some rouge wog cop 
4974,1,The thing about working with black people These bitches never on fucking time then wanna complain about a short check Bitch die Today now
4975,0,The two ringless fags Barkley Reggie were talking nonsense the entire game
4976,0,The value of Abu Qutada s statement is that his credentials in Jihadi circles are impeccable He s facing trial on terrorism charges 
4977,0,Thee Bears are trash tho 
4978,0,Their gotta be a loaded lux vs Murda mook 3
4979,0,Their salsa negro is awesome 
4980,0,Them brownies tho 
4981,1,Them queer ass shorts Rabchenko got on
4982,0,Then I went inside in order to hide from mutant bird
4983,0,Then Zerah the Cushite came against them with an army of one million men and 300 chariots They came as far as Mare 
4984,0,There are LOTS of top tier wrestlers who started as yardies 
4985,0,There is a trash bag in my hall thats been there for like 2 wks Weird thing it changes consistency every few days
4986,0,There is no such rule as tie goes to the runner Out or safe Yankees JohnSterling
4987,0,There is this yellow thing in the sky I don't know what to make of it 
4988,0,There should be a side trip into DC to Charlie Palmers during CPAC
4989,0,There's a bird nest in my garage and so now when the birds fly out they poop on my car 
4990,0,There's a green bowl high A spliff high A j high A blunt high A moke high And a Moke coffee high 
4991,0,There's a special place in hell for people who slam on their brakes for yellow lights 
4992,0,There's gonna be a lot of trash talk today worldcup
4993,0,There's someone riding around the Robinson Walmart in a lawn mower With ghetto headlights added reallife
4994,0,These are insane and Cigars trash Foam done bumped his head These are insane Like so insane 
4995,0,These birds messy 
4996,0,These brownies are bomb 
4997,0,These brownies 
4998,1,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas 
4999,1,These niggas retarded Lmfaoo
5000,0,These peanut butter brownies bout to give me life too 
5001,1,These people are fags 
5002,0,They come out Charlie Sheen They come out coupe machine
5003,0,They come to you out of the blue They make others see red and green with envy They aren't always black or white You're not yellow luckily
5004,0,They didn't lose the city Red Sox fans are bandwagon fans just like Yankee fan morningjoe
5005,0,They got David taking out the trash 
5006,0,They got the redskins faking injuries
5007,0,They have a clumsy bird too lol what is life
5008,0,They love me at the place I bring my car to I don't know why Spanish men love me sometimes I do look like a guala though Lol
5009,0,They must be Russian birds Russian birds are known for invading Chiminea 
5010,0,They say one man's trash is the next man's treasure Where one finds pain the next might find pleasure 
5011,0,They say our state bird is rare I literally see one at least once a day
5012,1,They should have never gave a cracker a transmitter will flip when he sees this 
5013,1,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass
5014,0,They took it there bro you know I'm civil wait a minute Lol Don't get ghetto V 
5015,0,They trying to hoe Todd gurley Johnny manziel signed them helmets and got off but suspend gurley the rest of season
5016,0,They use to call my mom Japs when she was younger Lol Asian racial slurs 
5017,0,They were taking a picture and I saw a bird fly past and I was like oh bird 
5018,0,Thing that made me feel old today Tori Amos is 50 
5019,1,Think it's okay to take my property and break it Fuck you bitch
5020,0,Thinking about the boom boom boom waaay ho video makes me laugh at least once a day 
5021,0,Thinking bout those oysters at the gator bait tho 
5022,0,This 8 yr old on masterchefjunior made my chicken look like trash 
5023,0,This Billy Crystal tribute to Derek Jeter is crazy I hate the Yankees but man Derek Jeter RE2PECT
5024,0,This Charlie Murder game is pretty dope Xbla
5025,0,This Isn't Murica Charlie Brown rejectedpeanutsspecials
5026,0,This O6 just caught me talking to a bird and that was pretty embarrassing
5027,0,This being sick is for the birds 
5028,0,This being too sick to function is for the birds I was starting to feel slightly better earlier now I feel like death again 
5029,0,This bitch buys sparkling water 
5030,0,This bitch THINshe dress coding me 
5031,0,This bro is just rippin apart a bird about 10 feet from us redtail hawk 
5032,0,This brownies bro
5033,0,This car has two registration tags Both yellow One for 2014 one for 2005 Wth 
5034,0,This cowboys an redskins game was a hell of a game
5035,0,This does create a slippery slope tho players gonna have to watch they mouth too no tolerance for ignorance anymore
5036,0,This dumb Berk drives in circles through town on his bright yellow cycle with music blaring incredibly 
5037,0,This flappy bird game addicting 
5038,0,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk Find out why here 
5039,1,This girl is retarded
5040,0,This guy is nits i learn new things every day u the only one still talkin bout jim crow There go that republican hypocrisy 
5041,0,This hot chocolate and Famous Amos too bomb right now
5042,0,This is a long yellow for a bunch of track sweeping Not a ton have taken opportunities to pit IndyCar GoProGrandPrix
5043,0,This is a sexy tweet With a 6 0 lead Yankees turn to Matt Thornton to finish off the Red Sox in the 9th 
5044,0,This is better than flappy bird FallOutBird 
5045,0,This is really for Exploding giant yellow ducks You ll appreciate this 
5046,0,This is so much fun 1UBB 1ndiana hoosiers hoosierdaddy
5047,0,This is true Charlie Clips the coldest battle rapper doing it No debating 
5048,0,This is why my mother isn't allowed to make brownies 
5049,0,This is why nothing gets done Morons like Coburn trying 2 ad a gun amendment 2 a public works bill Push back on the teabagger morningjoe
5050,1,This kid looks like a retard when he tries hiding his phone so obvious
5051,0,This mint brownies recipe is made with almond flour coconut palm sugar coconut oil and coconut mi 
5052,0,This morning is brought to you by Emergen C I really need to nip this cold flu business in the bud NoGermsWanted
5053,0,This music is trash
5054,0,This my dog telling me he is done playing frisbee for now lazy mutt 
5055,0,This new avi trash or nah
5056,1,This nigga jerry room smell like bad pussy 
5057,1,This nigga over here telling me he dont fuck with this bitch When he do Or maybe she lying lol
5058,1,This niggah know wassup
5059,1,This nigglet 
5060,0,This no beef thing is for the birds 
5061,0,This one night I was tripping off brownies I put my running shoes on and I was still in pjs it was 2am 
5062,0,This picture on Weibo made China's censors add big yellow duck to its list of banned terms 
5063,1,This rain got yall women talking out your ass A nigga should spend 80 of his income on a bitch bruh get these hoes the fuck outta here
5064,0,This re colored pictured of Abraham Lincoln is one of the coolest things I ve seen in a while 
5065,0,This reminds me of another quality video lol He ain't fittin to front for these peckerwoods 
5066,0,This store is SO redneck 
5067,0,This target is ghetto but whatever
5068,1,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed
5069,0,This waiting thing is for the birds 
5070,1,This week's RFN segment is in the can I discuss Idaho being a faggot marriage state just like Washington 
5071,1,This white bitch had the fuckin nerve to call me a nigga when shes the one payin for her lips to get bigga 
5072,1,This white bitch tried to set me up for a racial war Lol bitch it's impossible I'm smarter then you
5073,0,This whole game I've been trying to figure out why the Dutch are wearing yellow SMH 
5074,0,This Good pricklypear shiner 
5075,0,This Good pricklypear shiner 
5076,1,Those guys are the definition of white trash
5077,0,Thou shall not mock Ryan the future Kelly
5078,0,Three little birds
5079,0,Thursdays really been trash this season
5080,0,Thw White Iron Band plays this weekend in Fargo ND at the Aquarium 21 Friday 10 29 10 with Charlie Parr The next night Saturday 
5081,0,Tilt my chin back slit my throat take a bath in my blood get to know me
5082,0,Time 2 kill 2 birds with 1 stone Work out while I renew my food handlers card online Push play for this dumb class
5083,0,Time to start listing to il spook
5084,0,Tiny out here looking like an albino red nose pitbull from a dope boy's trap house 
5085,0,To be clear I don't think there's any chance Krug leaves for Russia But it's fun to mock the speculation 
5086,0,To the senior class there will be Oreo funfetti bars in the den this morning 
5087,0,Today is GAMEDAY iubb i need iu to win so my jersey can arrive HoosierNation hoosiers
5088,0,Today is fun but tuesday will be awesome IU v michiganst 1UBB hoosiers
5089,0,Today's Spy Ops His soles need a cleaning lick lick I bet this cuties sneaks smell good 
5090,1,Told my dad to go buy cookies for the graduation reception this nigga bought Oreos 
5091,0,Tommy trash
5092,0,Tomorrow's agenda bake brownies visit a couple open house 
5093,0,Tonight starts the road the Super Bowl for the Here we go brownies here we go WOOF WOOF Browns2014Draft
5094,0,Tonight My sole purpose is to be thoroughly intoxicated Night off and no class In the AM Maybe I deserve it
5095,0,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola mickey
5096,0,Too much makeup so trash 
5097,0,Tracy Morgans car wreck and the press was covered by Zappa in the 60's Some joker with a brownie and ye'll see it all complete 
5098,0,Traffic in the gables 
5099,0,Trailor trash tina time 
5100,0,Trending 2 adult human skulls found in trash in Connecticut 
5101,1,Truth Only a faggot would turn down hairy pussy
5102,0,Try Rex's NEW water roasted tomato potato sawdust crackers Loaded with enough sodium as to make Lots wife look unsavory Only 22 99 a box 
5103,0,Tryna get to home like base to base to base closet looking like planet of the bathing apes
5104,0,Tuna is good the rest trash Cans of spam Most struggle food HAS TO BE any meat In a can tuna included
5105,0,Turn on the magic of colored light longexposure lightwriting 
5106,1,Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable enduring family units' wtf
5107,0,Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable enduring family units' 
5108,0,Twinkies are so unfilling which is odd because they are filled
5109,1,Twitter is for fags 
5110,0,Twitter is trash
5111,0,Twitters little blue birds name is Larry after Celtics ISU Larry Bird stick ticker is TWTR 
5112,0,Two red bones kissin n da back seat
5113,1,Typically hateful anti Christian mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin 
5114,0,Tyrese trash
5115,1,U coons can't wait to wear them Oreo J's
5116,0,U serious bro lol 2 3 10am early bird special
5117,0,US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech via
5118,1,Ugly fucking nigger baby Thought it was a gorilla at first 14 88 
5119,0,Un pollito cruzaba la frontera un zorro se tropieza con el pollo el zorro le dice im sorry el pollo le dice im 
5120,0,Uncalled for All trash 16 Which one the best 
5121,1,Uncle Tom Hypocrite 
5122,0,Unintended consequences of the current fed regulations Trays of uneaten food thrown in the trash Hungry kids 
5123,0,Up early then a bitch driving to denton omg can I move already
5124,0,Up like an eagle tryna catch the early bird that catches the worm 
5125,0,Use to trap them birds now I'm fly like a birdddd
5126,1,Vanessa is such a fuckin faggot 
