,text,category,label,data_type
17079,redscarebot commie amp 9773 mint whiteponyjr f kkk faggot commie http lnqnpchcia ,offensive_lang,1,train
17080,redtvvitter mewtwo pussy wet http w4zzhr6kum ,offensive_lang,1,train
17081,reesezamora daxmw23 dax love hoe ,offensive_lang,1,train
17082,reevesjunya bitch nigga claim yo homies dirt bitch niggaa die slow ,offensive_lang,1,train
17083,regalodejah 8220 ausettt girl like hard rest 128530 http g8kdlxfqm2 8221 u wonder u bitch expose 8230 ,offensive_lang,1,train
17084,reggieripbam fuck bitch amp count stack ,offensive_lang,1,val
17085,reginapucket http 6nqmor8ybc breaking dawn think rose colored glass gentle 8230 ,neither,2,test
17086,reginaldspears hank jr half man daddy bitch slap brantly gilbert mouth ,offensive_lang,1,train
17087,relentiessness bitch thought cut dick http gbr2yv669y ,offensive_lang,1,train
17088,rene gadecowboy agree charlie spot http 9lcmve9i1m ,neither,2,train
17089,revenant0202 seriously florida vote charlie christ vote tax ebola ,neither,2,train
17090,reverendgrim god bless delusional bitch trying duck face alive ,offensive_lang,1,train
17091,rhiannamator bitch stephanie ,offensive_lang,1,train
17092,rhinerunit henny amp hoe tiffany p0rsche peace amp tranquillity 8220 daddykn0wsbest greek mythical god 8230 u 8230 ,offensive_lang,1,train
17093,ribo333 secupp retarded ,offensive_lang,1,train
17094,richbitxh highwaisted jean bitch looking horrible ,offensive_lang,1,train
17095,richhomiemeezy 54oo mauri internet aint transfered pussy ,offensive_lang,1,val
17096,richgurltira hoe fake like f ck hating lowkey ,offensive_lang,1,train
17097,ricknothing love twat gender neutral ,offensive_lang,1,test
17098,rickraze relationship thesis hoe 128514 128175 ,offensive_lang,1,train
17099,rickyngan hoe thotful ,offensive_lang,1,test
17100,rickyngan hoe slick ,offensive_lang,1,train
17101,rickyscamp best way avoid tsunami extramarital pussy wear sneaker daily commute word sneake 8230 ,offensive_lang,1,train
17102,riddmccoy everybody getting fuck right pussy sayin ,offensive_lang,1,train
17103,ride907 little fucking faggot spit food swear god id tear fucking arm http eqocianz77 ,hate_speech,0,train
17104,rihannahasaids aight game dyke ruin http o0can6gb1p ,hate_speech,0,train
17105,rihannahasaids bitch built like squid ward ate krabby patty acaciamakayla djzeeti dont retire 128553 love h 8230 ,offensive_lang,1,train
17106,rihannahasaids bitch change draw http k4frl2vw7e ,offensive_lang,1,train
17107,rihannahasaids got hoe hoe shutup amp ,offensive_lang,1,train
17108,rileyy babyyy pressed pussy 128064 128514 128514 128514 ,offensive_lang,1,train
17109,ripcaps damn hotter bitch ,offensive_lang,1,train
17110,ripcaps wish chase hoe ,offensive_lang,1,train
17111,riptre96 entertaining nomore dumb bitch ,offensive_lang,1,train
17112,rivera9roberto 8220 1ortiz1 think classy niggah ratchet 8221 ,offensive_lang,1,train
17113,rmpharris kinda miss tremper use threw dat bitch lol class lmao ,offensive_lang,1,train
17114,rmpharris told home girl bitch bet change mee ,offensive_lang,1,test
17115,rnadjorell 8220 kudabrazyy disrespected hoeing pimp slap hoe telly talking http xfbbm7cjty 8221 aha bitch ,offensive_lang,1,train
17116,rnadjorell 8220 kudabrazyy rnadjorell knocked bitch soul body lol 8221 aha bruh cocked fired bitch ,offensive_lang,1,train
17117,robisrandomaf 6 128514 128514 128514 128514 128514 bitch came club broken neck bitch http d4bpfhpj6x ,offensive_lang,1,train
17118,robisrandomaf 6 tyrese baby bitch hope kill black history month amcwalkingdead ,offensive_lang,1,train
17119,robprovince support killing terrorist yes mock hypocrite hell yes ,offensive_lang,1,train
17120,rob san9993 214bighappy gunna screaming bitch shit lol ,offensive_lang,1,test
17121,rob san9993 214bighappy bitch looking haha ,offensive_lang,1,train
17122,robertcdick protest climate change leaf trash votingmatters ,neither,2,test
17123,roberto0oo0 kitten nugget69 danusaur aye stfu dyke lookin bitch pretty sure bigger dick boyfriend ,offensive_lang,1,train
17124,rock76 1waynostra trying flip ounce p dis bitch im school bro week im dere doe ,offensive_lang,1,test
17125,rock76 im playing bitch false ima spraying bitch 1waynostra ,offensive_lang,1,train
17126,rockprincess818 fight idf progressive trash hate gut istandwithisr 8230 ,neither,2,val
17127,rockprincess818 obama allowing million illegal alien drug cartel terrorist enter open border liberal retard 8230 ,offensive_lang,1,val
17128,rollingwithtrin 1 2 3 4 nigger store knowwww stealing 128514 128514 128514 ,hate_speech,0,train
17129,rollypolly1x bitch quit hour working wtf 128514 ,offensive_lang,1,val
17130,romeriohall 8220 1inkkofrosess bitch 128563 128563 128563 128563 like mf 128514 128514 128514 128514 9996 65039 127811 128080 128168 8221 ,offensive_lang,1,train
17131,rononealdc lmaooooooo basedamerican ayo pic fam think bitch gon fuck pic http k 8230 ,offensive_lang,1,train
17132,rontheanchorman girl tweeted ghetto u bring food outside movie u stupid u pay 4 99 8230 ,offensive_lang,1,train
17133,ronesha feel like entertaining hoe fall harder 128175 ,offensive_lang,1,train
17134,rosiezaya1 ur fucking white trash ,hate_speech,0,train
17135,roulettista mertesacker saying ghetto fist goat ,neither,2,train
17136,royal royal win kc 2 0 blanking yankee series bronx beroyalkc ,neither,2,train
17137,runeshashamia drunk inlove gun bae bitch beyonc 233 128520 128527 ,offensive_lang,1,train
17138,rubberbandits yank cocktail called irish car bomb stuck flake ice cream cone called 9 11 8230 ,neither,2,train
17139,rubinreport mock michelle obama turnipforwhat video turnip line succession president http 8230 ,neither,2,train
17140,rubyfakhoury dis bitch 128588 http vb8c2pjnvi ,offensive_lang,1,train
17141,rudeboi drew paper chaysin condom invent sole purpose ,neither,2,train
17142,rudecomedian bitch like im far ugly naw hoe closer think ,offensive_lang,1,train
17143,rudebwoyroscoe real bitch bitch nigga wrong strong ,offensive_lang,1,val
17144,runyacheckup nigga bitch gotta quit wit da money pic count accurately 128514 128514 128514 ,offensive_lang,1,val
17145,rushameezy hilarious austin swag witch instead swag bitch lmfao ,offensive_lang,1,train
17146,russbrandon thanks mr wilson passing tremendous responsibility sole focus empower leadership bui ,neither,2,train
17147,russonpolitics gop nominee magov charlie baker fisherman story fall apart deserves oscar play http 8230 ,neither,2,val
17148,ruthless mando bitch like 128129 ,offensive_lang,1,train
17149,ryder letsgetit 8220 itsnotharold girl got 7 body 20 younger hoe 8221 gang ,offensive_lang,1,train
17150,sammi boyden jizcalifuh metaphor dumb fucking nigger savanigga 128514 128514 128525 128525 128069 128069 ,offensive_lang,1,val
17151,sammi boyden savanigga oh know dude went faggot ,offensive_lang,1,train
17152,sammi boyden fucking james tried tell jawga boy sucked went ape shit dude savanigga officialdthrash jawgaboyz ,hate_speech,0,train
17153,savx day later gassing rihanna trash nude ,offensive_lang,1,train
17154,sbnation plenty kobe v dwight trash talk game http ycwfrv7syx http trhyfjoiwc ,neither,2,train
17155,sbnation red fan snag foul ball shoved player flip bird true american hero http ydu4pr531r http 8230 ,neither,2,train
17156,sc4k getting ready annual heart sole luncheon renhotels cle ericgordon ceo http uj721fmsxb ,neither,2,train
17157,scar 49 16stanleys odale ese118 hahah niggah got hella checked thang uce powercouple ,offensive_lang,1,train
17158,semaj hoee 8220 tiffanyluxride damn fake nigga amp bitch 8221 ,offensive_lang,1,train
17159,sf lamasterboy im scared pussy good lol ,offensive_lang,1,train
17160,sfsneeejayy bitch hmu need sex right bitch nigga hmu saying upset right ,offensive_lang,1,test
17161,sgt witdajuice lame dude baeelectronica bitch bye 128514 weare xci dawg look shit http fu4dbqeotn ,offensive_lang,1,train
17162,skinny niggadoe 1johnnycinco let nigga try try fuck hoe family ,offensive_lang,1,train
17163,skinny niggadoe hoodrichkeem leave bitching bitch ,offensive_lang,1,train
17164,slizrd wizrd 3 point bitch like dirk nowitzki da club like dirk nowitzki ,offensive_lang,1,train
17165,sleytmf aint nun cut bitch ,offensive_lang,1,train
17166,sleytmf bitch queen ,offensive_lang,1,train
17167,sllmshady hailie tweet 128514 128514 bitch blocked 128548 128514 128514 128514 http vlpr7tmcas ,offensive_lang,1,test
17168,smackhighaz seton catholic student talk trash low division football team ,neither,2,test
17169,somexlcan need twinkie got gansitos ,neither,2,train
17170,ssnalerts rick scott 49 vote charlie crist 46 scott win second term http mmkygcyvg1 sayfie flapol http 8230 ,neither,2,train
17171,ssickstory people need stop bitch ,offensive_lang,1,train
17172,ssparklesdaily beautiful woman met bruised soul tired eye amp quiet smile survivor know abo 8230 ,neither,2,train
17173,stargotthatdope lot hoe cheating nigga fucking nigga boy better real bitch 8230 ,offensive_lang,1,train
17174,strocorleone thoughtsofrandy yummys world deze hoe got past demon em yolo nigga lol hahahahaha ,hate_speech,0,test
17175,suckedoff wtf ling ling calculate circumference threw circle http v2l7gmva8t ,offensive_lang,1,train
17176,suckedoff 3 common white people activity 1 wearing tapout 2 shooting school 3 calling nigger xbox ,hate_speech,0,train
17177,superi0r 422 daddy told date man soft hand lol hard labor faggot ,offensive_lang,1,val
17178,svl305 vjtechsupport youngmcfly subject ask dick dm fck dat rat face hoe b ,offensive_lang,1,test
17179,svl305 vjtechsupport youngmcfly real reason gave rapping called trash face n asked 8230 ,neither,2,train
17180,svo bitch staceynodash kind man parallel park ,offensive_lang,1,train
17181,santanadagreat understood 128530 u want strap fck nigga 128514 128514 128514 wtf bitch ,offensive_lang,1,train
17182,sadomisogynist hate mo ne davis commercial bitch gonna end dyke loser like female ,offensive_lang,1,train
17183,saertjemirror zebra sheep ,neither,2,train
17184,saint jeremy right 2girls1richard spam thereaipinkyxxx eating pussy eat http 8230 ,offensive_lang,1,train
17185,salaayah let chain hang low chain gold chain chain ana hoe nigga staring chai 8230 ,offensive_lang,1,train
17186,salamancode proof thots retarded http rhjsll9i9f ,hate_speech,0,train
17187,salomaesadiqa bend buy nigger farrakhan thetime ,hate_speech,0,train
17188,salon trash talking athlete v violent congressman real thug http dfndcqwdax joanwalsh ,offensive_lang,1,train
17189,salutemiswag nice body ugly bitch worst ,offensive_lang,1,train
17190,sam james3 will123 william haydenhill13 aknadnrye khalilreed care tho cracker ,hate_speech,0,train
17191,sammylightning tnasty4teen turtle hoe ,offensive_lang,1,train
17192,sammylightning girl talk sex social medium hoe ,offensive_lang,1,train
17193,sammylightning phil simms pussy tnasty4teen ,offensive_lang,1,train
17194,sammylightning screw hoe http hbbex5cieb ,offensive_lang,1,train
17195,sammylightning silencer 30 bitch sound ,offensive_lang,1,train
17196,santosvictorero peddoc63 lib hypocrisy alert 128680 ban bossy bitch okay amymek michellemalkin jjauthor tcot http c 8230 ,offensive_lang,1,train
17197,saraluvvxxx today glennalfonso hair makeup try look like monkey http tym2jd7h3z ,neither,2,train
17198,sarawright89 freeze bitch gonna steal heart http n0qkb1qo7h ,offensive_lang,1,train
17199,sarahmcintiree sideline bitch tell need hear listen ultimately want man dgaf 8230 ,offensive_lang,1,val
17200,sarahr 82 cute little pet ex like monkey douchetard amp butterball dont know ,offensive_lang,1,train
17201,sarcasmleague elementary school line leader everybody bitch ,offensive_lang,1,test
17202,sarcasmleague world bitch ordering rose look like lonely bitch office ,offensive_lang,1,train
17203,sarccasmictw twitter bird logo join egg home button birdhouse jus 8230 ,neither,2,train
17204,sariyadaniellee 8220 jayjuice22 nigga got slept faggot sue run watch ya 8221 lol like pe 8230 ,offensive_lang,1,train
17205,sashanexx mega carrot store today 50 retweets shove pussy pic http lymlquclwj ,offensive_lang,1,train
17206,sassisissy asshole mother shoved coat hanger pussy amp gouged death harmless fetus http 8230 ,offensive_lang,1,train
17207,sassymermaidxo 8220 vsamone 8220 zvckslvt3r704 sister shittin ho vsamone wodeh bout dat action http mdflbr 8230 ,offensive_lang,1,train
17208,satanspearl model instagram hoe town ,offensive_lang,1,train
17209,satanstongue right job r 233 sum 233 bitch dude written napkin b 8230 ,offensive_lang,1,train
17210,saucyjames dumb bitch dumb dance ,offensive_lang,1,train
17211,savagejayy bruh yall bitch lucky realize tisk tisk ,offensive_lang,1,train
17212,savage glam idk iggyazalea man surely trash rapper ,neither,2,train
17213,savenohoes nigga kanye looking ice cream like hoe ice cream aint cold kanye http z3p8sxqtt3 ,offensive_lang,1,train
17214,savethebs bed bitch dream happy dream ,offensive_lang,1,train
17215,saviassstr33tz dumb hoe moving snail pace life im coo ,offensive_lang,1,train
17216,saymyname bella love big booty bitch ,offensive_lang,1,train
17217,lil zack nun fat bitch jumped yall trip 8252 65039 ,offensive_lang,1,train
17218,sayrayarriaga pic happen bitch ,offensive_lang,1,train
17219,scarlett iam live trash work good woman diaryofamadblackwoman ,offensive_lang,1,train
17220,scoonz remember got crush aim screenname felt fuzzy inside stared screen figured 8230 ,neither,2,train
17221,scottlinnen saw man yellow trench coat amp matching fedora iwatch dick ,offensive_lang,1,train
17222,scottt3130 bitch fake shit ,offensive_lang,1,train
17223,scottyrackss wifi stronger half hoe relationship lol ,offensive_lang,1,train
17224,scruffdaddy hoe dog http vnz5v4vfsm ,offensive_lang,1,train
17225,sequoia gabris 8220 ueonoyungjumbo sequoia gabris yeah hoe 8221 baby innocent lol gabriella got sister birthd 8230 ,neither,2,train
17226,seanprice nigger tattoo horrible ,hate_speech,0,train
17227,seantheterrible stressful mustbecharm lot bitch stressful ,offensive_lang,1,train
17228,seantheterrible care pretty personality trash men going treat accordingly tru 8230 ,neither,2,train
17229,segwaysurfer hard 2 hoe http lemzsfqvel ,offensive_lang,1,train
17230,seinfeld2000 uncle leo iwatch trash http t7gcsmcylb ,neither,2,train
17231,selenaelisandra bitch hi bae http df4vfusqzj ,offensive_lang,1,train
17232,selfmadee yg 1stblocjeremiah wya bitch ,offensive_lang,1,val
17233,senorsteez week trash ,neither,2,train
17234,senorsteez fuck wit tweakin hoe ,offensive_lang,1,val
17235,senorsteez fuck broke bitch 128175 ,offensive_lang,1,train
17236,senorsteez bad bitch wearing sneaker ,offensive_lang,1,train
17237,senorsteez man hoe know 128514 128176 128182 128184 thejigisup http 8w9ag3bx1a ,offensive_lang,1,train
17238,senorsteez hoe loyal mane rotate ,offensive_lang,1,train
17239,senorsteez week trash ,neither,2,train
17240,senseiquan hoe shit thats fresh superficial bitch http kin2p59nje ,offensive_lang,1,test
17241,seoredondo bitch try crazy tomorrow http by1j7hmq3z ,offensive_lang,1,train
17242,sethmacfarlane endeth warm fuzzy holiday lesson love granted gone flash ,neither,2,train
17243,sextaik good girl hoe ,offensive_lang,1,train
17244,sexualgif girlfriend like bitch talk bitch ,offensive_lang,1,train
17245,sexualgif hoe talking bae level http dphkpab4c7 ,offensive_lang,1,val
17246,sexualtruth man pussy relationship truth ,offensive_lang,1,train
17247,sexualtruth eating woman pussy good soul ,offensive_lang,1,train
17248,sexualtruth want lick lucky healthy amp clean woman pussy tonight totally change life amp view men forever ,offensive_lang,1,train
17249,sexualtruth jesus turn water wine instagram turn busted bitch dime ,offensive_lang,1,train
17250,sexualtruth sex fact lot woman getting eaten feel better getting pussy eaten ,offensive_lang,1,test
17251,sexualgif bitch shady oh god 128514 128514 http dj3srlwbtk ,offensive_lang,1,train
17252,sexualgif dating sensitive bitch insult expect insulted ,offensive_lang,1,train
17253,sexualgif pa chance hot faithful girl cause single life hoe mind plain dumb 8230 ,offensive_lang,1,train
17254,sexualgif bitch ungrateful 128553 128148 http exblrnsyzv ,offensive_lang,1,train
17255,sexualgif u bae phone amp hoe http cyejv5l608 ,offensive_lang,1,train
17256,sexykarenfisher oh saturday funny time better redneck necognize http qc4mgs3ejp ,neither,2,test
17257,seymor buccs man coon jus quit yo job ya bos racist shut tha fucc nigga love 8230 ,hate_speech,0,train
17258,shaa jenkins hit ya nigga bitch sorry 128520 128526 ,offensive_lang,1,val
17259,shabbacranks running train fucking bitch finish somebody come fuck bitch gangbang speak 8230 ,offensive_lang,1,train
17260,shadonhendrix hoe running tellin shit hoe trynna fuck nigga tellin u shit mayne 8230 ,offensive_lang,1,train
17261,shadowbeatz know blocked week bitch kyr sp33dy ,offensive_lang,1,train
17262,shadyladyhh rose colored glass come want true love happens ,neither,2,train
17263,shaeboogie bitch cute mouth closed smile fuck yall bye teeth 128514 128514 128514 128074 ,offensive_lang,1,train
17264,shakestweetz friend philbarron javachik let know phil ill infection gone septic fightin 8230 ,neither,2,train
17265,shakilaahh looooool 128557 2nd best tweaking hoe vine 128557 http m6anq9cqs9 ,offensive_lang,1,train
17266,shalewis09 larry elder uncle tom believe degrading child ,neither,2,train
17267,shamargothoes j cole trash period ,neither,2,train
17268,shamargothoes hoe smh http prr9jkrbsp ,offensive_lang,1,train
17269,shantaughtuwell trust bitch try bitch ,offensive_lang,1,train
17270,rbm crazy girl got best pussy 128530 ,offensive_lang,1,train
17271,shanedennis37 forever category barely recognize yankee tonight ,neither,2,test
17272,shawnharvey0 1stblocjeremiah gettin hand tatted dumb yo bitch leave da bus stop night main goin ,offensive_lang,1,train
17273,shawnzie3 foxtrot uniform charlie kilo ,offensive_lang,1,train
17274,shaydmvsfinest know got good pussy 128133 ,offensive_lang,1,train
17275,she2foreign want yo bitch gotta foreign 128564 ,offensive_lang,1,train
17276,sheboundta g wedont smokereg money ovum bitch yellin ta da grave developed ah young age afta wat pay 128526 ,offensive_lang,1,test
17277,shedreamsthed ashamed hoe ,offensive_lang,1,train
17278,shedreamsthed girl 13 talking hate sleeping bitch better buy damn teddy bear ,offensive_lang,1,val
17279,shemoansnookie tell bitch hey thinking tryna lmao sumn real ,offensive_lang,1,test
17280,shescreamsgera stop complaining single hoe bigger problem rn like mcdonald 8217 8217 serve breakfast 8230 ,offensive_lang,1,val
17281,shescreams mami hoe loyal 128581 128175 128076 ,offensive_lang,1,val
17282,sheseauxsaditty yall act like pussy magical nigga suddenly pull naw pull 8230 ,offensive_lang,1,train
17283,shetrillaryc tell bitch shit job 128514 128514 128514 128514 ,offensive_lang,1,train
17284,shewili college party bitch http acut5et3tu ,offensive_lang,1,train
17285,sheeeratchet boy discover hoe 128514 128514 128514 http qhohalwqj2 ,offensive_lang,1,train
17286,sheisjasnicole hoe temporary good woman good woman ,offensive_lang,1,train
17287,shelbylavelle retweet 128553 128588 bitch confused ,offensive_lang,1,test
17288,shelbymccurry purposely read message know read 8217 reply bitch like sorrynotsorry ,offensive_lang,1,train
17289,shellet1986 great start morning daughter danced coffee table gave nice shiner yea wh 8230 ,neither,2,train
17290,shellygrimage cut bitch ,offensive_lang,1,train
17291,shesaddicted2me 187xo jack fuck hoe tbh shit boring wife lmfao little like ,offensive_lang,1,train
17292,sheswantsthed girl cheat little bitch ,offensive_lang,1,train
17293,sheswantsthed lmao nigga hoe http y0sja0dyfm ,offensive_lang,1,train
17294,sheswantsthed hoe loyal http 6xrobdfztk ,offensive_lang,1,train
17295,sheswantsthed trying hard resist urge smack bitch http cvnlm1i3ls ,offensive_lang,1,train
17296,sheswantsthed u ur boy discover hoe http 3tk3usclwd ,offensive_lang,1,train
17297,shimshammy wanna ball fist hair shake bitch right ,offensive_lang,1,train
17298,shirleeey 8220 satisfied x hispanic church jesus respond 128514 128514 http jg0ol54ney 8221 128128 128514 hoe ,offensive_lang,1,test
17299,shitpussiessay dude built like crushed twinkie http 1wsyi6gdvp ,neither,2,train
17300,shitpussiessay let butt chug mike hard lemonade ,offensive_lang,1,train
17301,shitpussiessay pussy turning yu gi oh card lately http sfvcndhwzv ,offensive_lang,1,test
17302,shmurdagang free wop ,neither,2,train
17303,shoota1017 wish sombody hoe away ,offensive_lang,1,train
17304,shoq doubt copied killoughcnn alert mock turtleneck http um7ath7tht ,neither,2,train
17305,showmeatittie lmao bruh blazethegreat oooooo let shooting star wish bitch http 9dqlu7dzry ,offensive_lang,1,test
17306,showmeatittie p 8217 hoe ya bitch 8217 swim tha hoe gone drown ,offensive_lang,1,train
17307,showmeatittie bitch maury thug ,offensive_lang,1,train
17308,showmeatittie ih hoe wassuh nigga dem gut ,offensive_lang,1,train
17309,shreddybrady close slapping bitch http 1aih4bfcxk ,offensive_lang,1,train
17310,shvkeir dr sue word rhyme nigga trash hated book kid ,offensive_lang,1,train
17311,shxtwesleysays let kid ya mouth bitch turn shit foster home ,offensive_lang,1,train
17312,shyglizzy bf broke bitch ,offensive_lang,1,train
17313,shyswag69 torres5salvador got old bitch upgrade ,offensive_lang,1,train
17314,sialovely literally minute wipe face amp walk room like bitch turn uuuup 128514 128514 128514 idk weird ,offensive_lang,1,train
17315,sickdrawings 3d bird amp feather drawing http tcprvbgspt ,neither,2,train
17316,silverswright 8220 losbeonit 99 9 bitch hoe mama 8221 128514 128514 128514 ,offensive_lang,1,train
17317,simonemariposa word 8220 dick 8221 8220 pussy 8221 regular convo vulgar ,offensive_lang,1,train
17318,simplylucylu welp idntwearcondoms girl dream hoe guy dream shit fact life ,offensive_lang,1,train
17319,simplyperfectt girl let guy treat like yellow starburst pink starburst ,neither,2,val
17320,simplyshaay 58386 58386 vibinwitthegods text thats cuz boring bitch hoe know ,offensive_lang,1,train
17321,simpsonsqotd 8220 nice jig kearney dancing fun bullying http dk7rcqm1fs ,neither,2,train
17322,sincerelytumblr cold hearted bitch 8217 planned life ,offensive_lang,1,train
17323,sirbhill bitch love miley cyrus rihanna cuz speak girl inner hoe ,offensive_lang,1,val
17324,sirjakel awkward moment changing gym penis head slip slit boxer ,offensive_lang,1,train
17325,sirstern claim u fuck bliss bruise sweet pussy crop till begs filthy 8230 ,offensive_lang,1,train
17326,sirtweak alot duncanville girl cold den hoe ,offensive_lang,1,train
17327,sir strange stupid fucking bitch stupid fucking bitch ,offensive_lang,1,train
17328,sir strange pussy love speak tongue ,offensive_lang,1,val
17329,sir strange sorry came pussy like wrecking ball ,offensive_lang,1,train
17330,skate808s god nigga trust trust gun cuz bitch jam fucked trust nigga bitch got dick 8230 ,offensive_lang,1,train
17331,skinnietalls easy think astronaut monkey outfit minute ,neither,2,train
17332,skinnykenny13 1017 sqquad fat bitch want skinny bitch cook nothin 128514 128514 128514 hoe hungry 128514 128514 8230 ,offensive_lang,1,train
17333,skraw berry oh stood fall hoe ,offensive_lang,1,train
17334,skylarlogsdon viva based bruh fucked shit taste bud bitch ,offensive_lang,1,train
17335,slanguage stop flattering bitch fan ceiling ,hate_speech,0,train
17336,slickem hound yall getting face beat igggggy taking pic face pussy nut dawg yoi slut ,offensive_lang,1,val
17337,slikhawk dumb bitch gohawks http 0injjm374v ,offensive_lang,1,val
17338,slimblanco 8220 ysdrillary bitch corny 8221 sooooooo corny ,offensive_lang,1,train
17339,slimgirl probz 8220 treshon scrooge oomf pregnant dat dog hood dat chase erbody 128514 128514 128514 8221 real funny bitch ,offensive_lang,1,train
17340,slutty hermione twerking chamber secret bad bitch twerkteam ,offensive_lang,1,train
17341,slygirl08 8220 potato 8221 pimp 8220 ho 8221 ,offensive_lang,1,val
17342,smart cookie86 pick president uncle tom association pick larry elder ,neither,2,train
17343,smiie hoe loyal http fgtzqwnsxk ,offensive_lang,1,train
17344,smiilze finally finished work going chug bottle wine catch guy challenge accepted ,neither,2,train
17345,smith wessern hoe live jus hit club weekend 128564 128080 ,offensive_lang,1,train
17346,smokedoutquille bitch nah cute 128129 nah chillin wit bro suck dick nah 127814 128069 128166 track showin 8230 ,offensive_lang,1,train
17347,smokinonkaya said hurt feeling dating dyke ,offensive_lang,1,train
17348,smooth orator nigga claim love pussy champion sexual liberation stigma remov 8230 ,offensive_lang,1,test
17349,smooth orator slander exist cum bad thing register cuz got pussy ,offensive_lang,1,train
17350,smug lemur love eats brownie love eats brownie ,neither,2,train
17351,snapbacktc wake da bitch ,offensive_lang,1,train
17352,sneakbo man like stormzy1 hella thing 128175 128175 128175 128588 gotta hat nig ,offensive_lang,1,train
17353,sneakerheadsean nigga love hoe nigga quality huh roll blunt better wifey 8230 ,offensive_lang,1,train
17354,sneakerpics23 oreo 6 http jx9dd9oahy ,neither,2,train
17355,snipersinperil shinsnipes happy birthday little cotton picker ,hate_speech,0,val
17356,snipesjr fall wit yo nigga hoe ,offensive_lang,1,test
17357,snowthaproduct frasesdeunamadremexicana bitch son lol ,offensive_lang,1,train
17358,snowthaproduct somethin good im gon wetback coo 9996 ,hate_speech,0,test
17359,socosopretty nigga knowing difference want believe bitch actually ugly ,offensive_lang,1,train
17360,sotrippywhit 8220 laaaeee swear god whitney regina george 128128 http bttoczqk5s 8221 wow im bitch 128123 ,offensive_lang,1,train
17361,soccergrlprobs germany like goal header goal diving header let play monkey 8230 ,neither,2,train
17362,sochittasal got drug hug bitch ,offensive_lang,1,train
17363,sochittasal short bitch run sh ,offensive_lang,1,train
17364,solelyjones lowkey apple io 8 like nigga caught buy bitch iphone 6 ,offensive_lang,1,train
17365,solodahsystem rubbing booty man penis sure pacdagoat fella cool girl dancing nig 8230 ,offensive_lang,1,test
17366,solyybee lmfao 8220 macktology101 alco ho l 8221 ,neither,2,train
17367,somaya reece nice humble let bitch know hunnnney 128133 128226 128226 128226 128226 128226 ,offensive_lang,1,train
17368,someonebelow person big booty hoe ,offensive_lang,1,test
17369,someonebelow person cunt ,offensive_lang,1,train
17370,somthinboutsara hear baby restaurant literally feel pussy slam door closed throw gone fishing 8230 ,offensive_lang,1,train
17371,soomonique gave nigga head laying bf 128514 128514 128514 128514 hoe low ,offensive_lang,1,train
17372,sophiefairman1 trust man fear bitch wisewords ,offensive_lang,1,train
17373,sortabad boy scripps spelling bee spelling knaidel sentence pussy know 8230 ,offensive_lang,1,train
17374,sosa chello ian worried bout bitch worried bout 128526 128175 ,offensive_lang,1,train
17375,soulyodeler ahead mock day sell drive pink mary kay cadillac gay 8230 ,offensive_lang,1,train
17376,sourpinkk hoe excites growing lil mf ,offensive_lang,1,test
17377,southpark 8220 want buy talk bitch bitch talk 8230 know 8230 ,offensive_lang,1,train
17378,southsidevic keebler elf gone weed brownie legalized da tree trunk da trap going crazy bro shi 8230 ,offensive_lang,1,train
17379,southsidevic tweet booby trap caught 23 hoe http f30ly2jiqp ,offensive_lang,1,train
17380,southsidevic girl embrrased pussy fart embrace shit cheek clap finna beatbox ,offensive_lang,1,train
17381,soy brent steal nigga bitch steal nigga tweet ,offensive_lang,1,val
17382,spacecatpics meow bitch ,offensive_lang,1,train
17383,spaceplankton fb idiot bitch weather hunt amp kill kindness enti 8230 ,offensive_lang,1,train
17384,spaceplankton saw man yellow hat grand canyon today hanging curious gorge ,neither,2,train
17385,spaceplankton monkey smearing poop hair ,neither,2,train
17386,spankxboogey ultimate bitch 128591 ,offensive_lang,1,train
17387,spartacunt job usps customer service number requirement total cunt ,offensive_lang,1,val
17388,spencelynn idk people job stay home day watching tv boring 2 day idk ho 8230 ,neither,2,train
17389,spikedfins nerd trash like set thing ,offensive_lang,1,train
17390,spongebobmemory sash ringing trash singing mash flinging flash stringing ringing hash slinging slasher http 8230 ,neither,2,val
17391,sportscenter 8217 greatest job world got chance shortstop new york yankee 8221 derek jeter http 8230 ,neither,2,train
17392,sportscenter wild bronx yankee score 6 run 7th 8 7 lead red sox half inning took thirty 8230 ,neither,2,train
17393,sportscenter breaking japanese ace masahiro tanaka sign yankee seven year 155 million fox sport ,neither,2,train
17394,sportscenter breaking louisville coach charlie strong expected accept texas job according espn amp medium report 187 http c 8230 ,neither,2,val
17395,sportscenter derek jeter j j hardy commits error slow grounder 2 run score yankee 4 2 lead 7th innin 8230 ,neither,2,train
17396,sportscenter derek jeter leaf baseball greatest yankee espnmag http msuwxc3tyx ,neither,2,train
17397,sportscenter derek jeter final game yankee stadium 1st played yankee eliminated playoff http 8230 ,neither,2,train
17398,sportscenter look brown sole possession 1st place afc north cleveland brown http c3 8230 ,neither,2,train
17399,sportscenter time captain field yankee stadium http c9ti4fkskn ,neither,2,train
17400,sportscenter jadeveon clowney melkiperespn latest mock draft 15 20 year guy 187 http f9nzpbbvrp ,neither,2,test
17401,sportscenter peyton manning remarkable season 8226 5 477 pa yds nfl record 8226 55 pa td nfl record 8226 450 completion 8226 likely ho 8230 ,neither,2,test
